run_id,candidate,track,suite,case_id,group,status,hard_failures,review_items,evidence_path
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,F02,fact,REVIEW_REQUIRED,[],"[""required: 技术方案默认使用 Python""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,F03,fact,REVIEW_REQUIRED,[],"[""required: 邮件回复应尽量简洁""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,F04,fact,FAIL,"[""missing required token: 确认""]","[""required: 对外发送前必须由用户确认""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,F05,fact,REVIEW_REQUIRED,[],"[""required: 用户负责 P1"", ""required: 邮件要求简洁"", ""required: 报告必须保留指标""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,N01,negative,REVIEW_REQUIRED,[],"[""forbidden: 用户已经改用 Java""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,N02,negative,REVIEW_REQUIRED,[],"[""forbidden: U1 喜欢短邮件""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,N03,negative,FAIL,"[""found forbidden token: 负责预算""]","[""forbidden: 用户负责预算""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,N04,negative,REVIEW_REQUIRED,[],"[""forbidden: U1 常住上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,N05,negative,REVIEW_REQUIRED,[],"[""forbidden: 所有未来任务必须简短""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,U01,user,REVIEW_REQUIRED,[],"[""required: U2 喜欢详细回答"", ""forbidden: U2 喜欢简洁回答""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,U02,user,REVIEW_REQUIRED,[],"[""forbidden: U2 的 P1 采用蓝色发布""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,U03,user,REVIEW_REQUIRED,[],"[""required: U1 负责架构"", ""forbidden: U1 负责测试""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,U04,user,REVIEW_REQUIRED,[],"[""required: U1 仍居住北京"", ""forbidden: U1 已搬到上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,U05,user,REVIEW_REQUIRED,[],"[""forbidden: 未认证调用者读取 U1 数据""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,D01,domain,FAIL,"[""missing required token: 简洁""]","[""required: 邮件要求简洁"", ""forbidden: 邮件要求详细""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,D02,domain,REVIEW_REQUIRED,[],"[""forbidden: 报告业务读取邮件私有代号""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,D03,domain,FAIL,"[""missing required token: P1""]","[""required: 用户是 P1 负责人""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,D04,domain,FAIL,"[""missing required token: 详细""]","[""required: 报告规则仍为详细""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,D05,domain,REVIEW_REQUIRED,[],"[""forbidden: 未授权 Agent 读取私有案例""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,P01,project,REVIEW_REQUIRED,[],"[""required: P1 先接 Email Agent""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,P02,project,FAIL,"[""missing required token: 邮件""]","[""required: P1 先接邮件"", ""forbidden: P1 先接日程""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,P03,project,REVIEW_REQUIRED,[],"[""required: P1 范围只包含记忆服务验证""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,P04,project,REVIEW_REQUIRED,[],"[""forbidden: 未授权 Agent 读取 P1""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,P05,project,REVIEW_REQUIRED,[],"[""required: P1 决定保留项目级来源链""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,C01,conflict,REVIEW_REQUIRED,[],"[""required: 用户喜欢拍人像"", ""required: 用户喜欢拍风景"", ""forbidden: 用户不再喜欢拍人像""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,C02,conflict,REVIEW_REQUIRED,[],"[""required: 用户当前住在上海"", ""forbidden: 用户当前仍住北京""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,C03,conflict,REVIEW_REQUIRED,[],"[""required: 技术报告详细"", ""required: 短消息简洁""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,C04,conflict,REVIEW_REQUIRED,[],"[""required: 当前策略为 B"", ""forbidden: 当前策略为 A""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,C05,conflict,REVIEW_REQUIRED,[],"[""required: P1 当前联调中"", ""forbidden: P1 同时处于设计、开发和联调""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,T01,temporal,FAIL,"[""missing required token: 上海"", ""no expected native source reference found""]","[""required: 用户当前住在上海"", ""forbidden: 旧记录覆盖上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,T02,temporal,REVIEW_REQUIRED,[],"[""required: 仅在 2026-09-14 13:00 至 18:00 休假"", ""forbidden: 用户长期处于休假状态""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,T03,temporal,REVIEW_REQUIRED,[],"[""required: 规则仅在指定一小时生效""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,T04,temporal,REVIEW_REQUIRED,[],"[""required: 长期要求仍为 Python""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,T05,temporal,REVIEW_REQUIRED,[],"[""required: P1 只是计划在 10 月底交付"", ""forbidden: P1 已经完成交付""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,E01,experience,REVIEW_REQUIRED,[],"[""required: 先读取 Retry-After"", ""required: 按指定时间重试"", ""required: 缺失时转人工""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,E02,experience,REVIEW_REQUIRED,[],"[""required: 盲目重试会导致重复提交且属于失败案例"", ""forbidden: 推荐盲目重试""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,E03,experience,REVIEW_REQUIRED,[],"[""required: 先写草稿"", ""required: 再校验收件人"", ""required: 最后取得用户确认""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,E04,experience,REVIEW_REQUIRED,[],"[""forbidden: U2 读取 U1 专属案例""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T075013Z-mem0-r1-full-5ec2c317,mem0,r1,full,E05,experience,REVIEW_REQUIRED,[],"[""required: 当前采用 v2 且先校验输入再生成"", ""forbidden: 当前仍先生成后检查""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T075013Z-mem0-r1-full-5ec2c317/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,F01,fact,FAIL,"[""no expected native source reference found""]","[""required: 用户负责统一记忆项目 P1"", ""forbidden: 用户是该项目的高级负责人""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,F02,fact,FAIL,"[""no expected native source reference found""]","[""required: 技术方案默认使用 Python""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,F03,fact,FAIL,"[""no expected native source reference found""]","[""required: 邮件回复应尽量简洁""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,F04,fact,FAIL,"[""no expected native source reference found""]","[""required: 对外发送前必须由用户确认""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,F05,fact,FAIL,"[""native source references are incomplete""]","[""required: 用户负责 P1"", ""required: 邮件要求简洁"", ""required: 报告必须保留指标""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,N01,negative,REVIEW_REQUIRED,[],"[""forbidden: 用户已经改用 Java""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,N02,negative,REVIEW_REQUIRED,[],"[""forbidden: U1 喜欢短邮件""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,N03,negative,REVIEW_REQUIRED,[],"[""forbidden: 用户负责预算""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,N04,negative,REVIEW_REQUIRED,[],"[""forbidden: U1 常住上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,N05,negative,REVIEW_REQUIRED,[],"[""forbidden: 所有未来任务必须简短""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,U01,user,FAIL,"[""missing required token: 详细"", ""no expected native source reference found""]","[""required: U2 喜欢详细回答"", ""forbidden: U2 喜欢简洁回答""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,U02,user,REVIEW_REQUIRED,[],"[""forbidden: U2 的 P1 采用蓝色发布""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,U03,user,FAIL,"[""no expected native source reference found""]","[""required: U1 负责架构"", ""forbidden: U1 负责测试""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,U04,user,FAIL,"[""no expected native source reference found""]","[""required: U1 仍居住北京"", ""forbidden: U1 已搬到上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,U05,user,REVIEW_REQUIRED,[],"[""forbidden: 未认证调用者读取 U1 数据""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,D01,domain,FAIL,"[""missing required token: 简洁""]","[""required: 邮件要求简洁"", ""forbidden: 邮件要求详细""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,D02,domain,REVIEW_REQUIRED,[],"[""forbidden: 报告业务读取邮件私有代号""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,D03,domain,FAIL,"[""no expected native source reference found""]","[""required: 用户是 P1 负责人""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,D04,domain,FAIL,"[""missing required token: 详细""]","[""required: 报告规则仍为详细""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,D05,domain,UNSUPPORTED,[],"[""forbidden: 未授权 Agent 读取私有案例""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,P01,project,FAIL,"[""no expected native source reference found""]","[""required: P1 先接 Email Agent""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,P02,project,FAIL,"[""missing required token: 邮件""]","[""required: P1 先接邮件"", ""forbidden: P1 先接日程""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,P03,project,FAIL,"[""no expected native source reference found""]","[""required: P1 范围只包含记忆服务验证""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,P04,project,REVIEW_REQUIRED,[],"[""forbidden: 未授权 Agent 读取 P1""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,P05,project,FAIL,"[""no expected native source reference found""]","[""required: P1 决定保留项目级来源链""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,C01,conflict,FAIL,"[""missing required token: 风景"", ""native source references are incomplete""]","[""required: 用户喜欢拍人像"", ""required: 用户喜欢拍风景"", ""forbidden: 用户不再喜欢拍人像""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,C02,conflict,FAIL,"[""missing required token: 上海"", ""no expected native source reference found""]","[""required: 用户当前住在上海"", ""forbidden: 用户当前仍住北京""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,C03,conflict,FAIL,"[""no expected native source reference found""]","[""required: 技术报告详细"", ""required: 短消息简洁""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,C04,conflict,FAIL,"[""no expected native source reference found""]","[""required: 当前策略为 B"", ""forbidden: 当前策略为 A""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,C05,conflict,FAIL,"[""missing required token: 联调"", ""no expected native source reference found""]","[""required: P1 当前联调中"", ""forbidden: P1 同时处于设计、开发和联调""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,T01,temporal,FAIL,"[""missing required token: 上海"", ""no expected native source reference found""]","[""required: 用户当前住在上海"", ""forbidden: 旧记录覆盖上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,T02,temporal,FAIL,"[""missing required token: 休假"", ""no expected native source reference found""]","[""required: 仅在 2026-09-14 13:00 至 18:00 休假"", ""forbidden: 用户长期处于休假状态""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,T03,temporal,FAIL,"[""no expected native source reference found""]","[""required: 规则仅在指定一小时生效""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,T04,temporal,FAIL,"[""no expected native source reference found""]","[""required: 长期要求仍为 Python""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,T05,temporal,FAIL,"[""no expected native source reference found""]","[""required: P1 只是计划在 10 月底交付"", ""forbidden: P1 已经完成交付""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,E01,experience,UNSUPPORTED,"[""missing required token: Retry-After"", ""missing required token: 转人工""]","[""required: 先读取 Retry-After"", ""required: 按指定时间重试"", ""required: 缺失时转人工""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,E02,experience,UNSUPPORTED,"[""missing required token: 失败""]","[""required: 盲目重试会导致重复提交且属于失败案例"", ""forbidden: 推荐盲目重试""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,E03,experience,UNSUPPORTED,"[""missing required token: 草稿"", ""missing required token: 收件人"", ""missing required token: 确认""]","[""required: 先写草稿"", ""required: 再校验收件人"", ""required: 最后取得用户确认""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,E04,experience,UNSUPPORTED,[],"[""forbidden: U2 读取 U1 专属案例""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080353Z-everos-r0-full-4a9195d0,everos,r0,full,E05,experience,UNSUPPORTED,"[""missing required token: 校验输入""]","[""required: 当前采用 v2 且先校验输入再生成"", ""forbidden: 当前仍先生成后检查""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080353Z-everos-r0-full-4a9195d0/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,F01,fact,FAIL,"[""no expected native source reference found""]","[""required: 用户负责统一记忆项目 P1"", ""forbidden: 用户是该项目的高级负责人""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,F02,fact,FAIL,"[""no expected native source reference found""]","[""required: 技术方案默认使用 Python""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,F03,fact,FAIL,"[""no expected native source reference found""]","[""required: 邮件回复应尽量简洁""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,F04,fact,FAIL,"[""no expected native source reference found""]","[""required: 对外发送前必须由用户确认""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,F05,fact,FAIL,"[""native source references are incomplete""]","[""required: 用户负责 P1"", ""required: 邮件要求简洁"", ""required: 报告必须保留指标""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,N01,negative,REVIEW_REQUIRED,[],"[""forbidden: 用户已经改用 Java""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,N02,negative,REVIEW_REQUIRED,[],"[""forbidden: U1 喜欢短邮件""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,N03,negative,REVIEW_REQUIRED,[],"[""forbidden: 用户负责预算""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,N04,negative,REVIEW_REQUIRED,[],"[""forbidden: U1 常住上海""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,N05,negative,REVIEW_REQUIRED,[],"[""forbidden: 所有未来任务必须简短""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,U01,user,FAIL,"[""missing required token: 详细"", ""no expected native source reference found""]","[""required: U2 喜欢详细回答"", ""forbidden: U2 喜欢简洁回答""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
20260915T080722Z-everos-r1-full-7d5ce615,everos,r1,full,U02,user,REVIEW_REQUIRED,[],"[""forbidden: U2 的 P1 采用蓝色发布""]",/home/zhongdixiu/codes/MemoryBench/memory-selection-bench/artifacts/20260915T080722Z-everos-r1-full-7d5ce615/case_results.json
